TURN 1
turn 38: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 38: Milo came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 38: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 38: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 38: Chief3 trust in Rex: -1 -> -3 (faith condemns Rex (denounced by prophet Chief2))
turn 38: Lena trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 38: Nell trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 39: Chief2 heard Kade reply: "Good to meet you! Let's look out for each other."
turn 39: Chief2 trust in Kade: 3 -> 4 (friendly reply)
turn 39: Chief3 heard Lena reply: "Good to meet you! Let's look out for each other."
turn 39: Chief3 trust in Lena: 3 -> 4 (friendly reply)
turn 39: Chief3 heard Lena reply: "Good to meet you! Let's look out for each other."
turn 39: Chief3 trust in Lena: 4 -> 5 (friendly reply)
turn 39: Chief3 heard Lena reply: "Good to meet you! Let's look out for each other."
turn 39: Chief3 trust in Lena: 5 -> 6 (friendly reply)
turn 39: Chief3 heard Lena reply: "Good to meet you! Let's look out for each other."
turn 39: Chief3 trust in Lena: 6 -> 7 (friendly reply)
turn 39: Chief3 proposed an alliance to Nell (awaiting reply)
turn 39: Lena trust in Chief3: 7 -> 10 (alliance formed)
turn 39: Chief3 trust in Lena: 7 -> 10 (alliance formed)
turn 39: Lena and Chief3 formed an ALLIANCE
turn 39: Chief3 taught 'farming' to Nell
turn 39: MONARCH Rex levied 0.6 from S001 by force (no consent)
turn 39: MONARCH Rex levied 1.7 from S002 by force (no consent)
turn 39: MONARCH Rex levied 0.5 from S003 by force (no consent)
turn 39: tribute cascaded up S003: 0.1 members->Chief3, 0.0 Chief3->KING Rex
turn 39: Chief3 seethes under Rex's levies (discontent 6.1)
turn 39: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 39: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 39: Kade took up 'the strong take what they want' from Chief2 (renouncing 'we are stronger together')
turn 39: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 39: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 39: Chief3 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 39: Chief3 trust in Rex: -3 -> -5 (faith condemns Rex (denounced by prophet Chief3))
turn 39: Lena trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief3))
turn 39: Nell trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief3))
turn 39: RexM8 devised WRITING in S001
turn 40: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 40: Kade trust in Chief2: 4 -> 7 (alliance formed)
turn 40: Chief2 trust in Kade: 4 -> 7 (alliance formed)
turn 40: Kade and Chief2 formed an ALLIANCE
turn 40: Lena talked to Chief3: "Hi! Want to team up? I'm focused on survive."
turn 40: Iris taught 'writing' to S002M3
turn 40: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 40: MONARCH Rex levied 1.3 from S002 by force (no consent)
turn 40: MONARCH Rex levied 0.4 from S003 by force (no consent)
turn 40: tribute cascaded up S003: 0.1 members->Chief3, 0.0 Chief3->KING Rex
turn 40: Chief3 BROKE AWAY from Rex's realm — S003 is independent again (loyalty collapsed)
turn 40: KING Rex's host was REPELLED at S002 (1 host vs 1 defenders; 0+0 fell)
turn 40: the coalition against Rex DISSOLVED — the threat has passed; old rivalries resurface
turn 40: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 40: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 40: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 40: S002M3 took up 'wealth is virtue' from Iris
turn 40: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 40: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 40: Chief3 trust in Rex: -5 -> -7 (faith condemns Rex (denounced by prophet Chief2))
turn 41: Chief2 talked to Kade: "Hi! Want to team up? I'm focused on survive."
turn 41: Chief3 received from Lena: "Hi! Want to team up? I'm focused on survive." -> reply
turn 41: Chief3 trust in Lena: 10 -> 11 (friendly message)
turn 41: Chief3 replied to Lena: "Good to meet you! Let's look out for each other."
turn 41: Chief3 talked to Lena: "Hi! Want to team up? I'm focused on survive."
turn 41: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 41: Lena trust in Chief3: 10 -> 11 (friendly message)
turn 41: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 41: S002M2 joined settlement S001 at (10, 10)
turn 41: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 41: MONARCH Rex levied 1.3 from S002 by force (no consent)
turn 41: MONARCH Rex levied 0.4 from S003 by force (no consent)
turn 41: Orin was born to Chief2 and Iris in S002
turn 41: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 41: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 41: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 41: Lena came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 41: Orin took up 'knowledge is power' from Chief2
turn 41: Orin took up 'the dead watch us' from Chief2
turn 41: Orin took up 'the strong take what they want' from Chief2
turn 41: Orin took up 'wealth is virtue' from Chief2
turn 41: the Faith of the Enlightened and the Watchful Dead took root in S002
turn 41: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 41: Chief3 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 41: S002M2 trust in Rex: 0 -> -1 (faith condemns Rex)
turn 41: Orin trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief2))
turn 42: Chief2 proposed an alliance to Orin (awaiting reply)
turn 42: Chief3 heard Lena reply: "Good to meet you! Let's look out for each other."
turn 42: Chief3 trust in Lena: 11 -> 12 (friendly reply)
turn 42: Chief3 talked to Nell: "Hi! Want to team up? I'm focused on survive."
turn 42: Kade received from Chief2: "Hi! Want to team up? I'm focused on survive." -> reply
turn 42: Kade trust in Chief2: 7 -> 8 (friendly message)
turn 42: Kade replied to Chief2: "Good to meet you! Let's look out for each other."
turn 42: Lena heard Chief3 reply: "Good to meet you! Let's look out for each other."
turn 42: Lena trust in Chief3: 11 -> 12 (friendly reply)
turn 42: Lena received from Chief3: "Hi! Want to team up? I'm focused on survive." -> reply
turn 42: Lena trust in Chief3: 12 -> 13 (friendly message)
turn 42: Lena replied to Chief3: "Good to meet you! Let's look out for each other."
turn 42: Chief2 taught 'farming' to Orin
turn 42: Chief2 taught 'fire' to Orin
turn 42: Chief2 taught 'hunting' to Orin
turn 42: Chief2 taught 'tools' to Orin
turn 42: Iris taught 'writing' to Orin
turn 42: RexM8 sold 0.0 food to RexM4 for 0.0 money (price 0.82/unit)
turn 42: MONARCH Rex levied 0.8 from S001 by force (no consent)
turn 42: MONARCH Rex levied 1.1 from S002 by force (no consent)
turn 42: MONARCH Rex levied 0.1 from S003 by force (no consent)
turn 42: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 42: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 42: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 42: Lena came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 42: Orin took up 'we are stronger together' from Chief2 (renouncing 'the strong take what they want')
turn 42: S003M3 took up 'wealth is virtue' from S002M3
turn 42: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 42: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 42: S002M2 trust in Rex: -1 -> -2 (faith condemns Rex)
turn 42: Orin trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief2))
turn 43: Chief2 heard Kade reply: "Good to meet you! Let's look out for each other."
turn 43: Chief2 trust in Kade: 7 -> 8 (friendly reply)
turn 43: Chief2 talked to Orin: "Hi! Want to team up? I'm focused on survive."
turn 43: Chief3 heard Lena reply: "Good to meet you! Let's look out for each other."
turn 43: Chief3 trust in Lena: 12 -> 13 (friendly reply)
turn 43: MONARCH Rex levied 0.6 from S001 by force (no consent)
turn 43: MONARCH Rex levied 1.1 from S002 by force (no consent)
turn 43: MONARCH Rex levied 0.2 from S003 by force (no consent)
turn 43: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 43: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 43: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 43: Lena came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 43: Nell took up 'the strong take what they want' from Lena (renouncing 'we are stronger together')
turn 43: Orin took up 'the strong take what they want' from Chief2 (renouncing 'we are stronger together')
turn 43: the Faith of the Enlightened and the Watchful Dead took root in S002, S003
turn 43: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 43: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 43: S002M2 trust in Rex: -2 -> -3 (faith condemns Rex)
turn 43: Orin trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief2))
turn 44: Chief2 talked to Orin: "Hi! Want to team up? I'm focused on survive."
turn 44: Chief3 talked to Nell: "Hi! Want to team up? I'm focused on survive."
turn 44: MONARCH Rex levied 0.6 from S001 by force (no consent)
turn 44: MONARCH Rex levied 0.8 from S002 by force (no consent)
turn 44: MONARCH Rex levied 0.2 from S003 by force (no consent)
turn 44: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 44: Chief3 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 44: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 44: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 44: Lena came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 44: Nell came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 44: Orin took up 'we are stronger together' from Chief2 (renouncing 'the strong take what they want')
turn 44: the Faith of the Enlightened and the Watchful Dead took root in S002, S003
turn 44: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 44: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 44: S002M2 trust in Rex: -3 -> -4 (faith condemns Rex)
turn 45: Chief3 talked to Nell: "Hi! Want to team up? I'm focused on survive."
turn 45: Kade talked to Chief2: "Hi! Want to team up? I'm focused on survive."
turn 45: Lena proposed an alliance to Nell (awaiting reply)
turn 45: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 45: MONARCH Rex levied 0.8 from S002 by force (no consent)
turn 45: MONARCH Rex levied 0.2 from S003 by force (no consent)
turn 45: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 45: Chief3 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 45: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 45: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 45: Lena came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 45: Nell took up 'the strong take what they want' from Lena (renouncing 'we are stronger together')
turn 45: the Faith of the Enlightened and the Watchful Dead took root in S002, S003
turn 45: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 45: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 45: S002M2 trust in Rex: -4 -> -5 (faith condemns Rex)
turn 46: Chief2 received from Kade: "Hi! Want to team up? I'm focused on survive." -> reply
turn 46: Chief2 trust in Kade: 8 -> 9 (friendly message)
turn 46: Chief2 replied to Kade: "Good to meet you! Let's look out for each other."
turn 46: Chief3 talked to Nell: "Hi! Want to team up? I'm focused on survive."
turn 46: Lena talked to Nell: "Hi! Want to team up? I'm focused on survive."
turn 46: MONARCH Rex levied 0.7 from S001 by force (no consent)
turn 46: MONARCH Rex levied 0.6 from S002 by force (no consent)
turn 46: MONARCH Rex levied 0.1 from S003 by force (no consent)
turn 46: S002M2 died (fell in battle)
turn 46: S002M2's estate of 4.89 escheated to Rex (no kin)
turn 46: 1.92 of S002M2's estate dropped as ground food (1 tiles, over the granary cap)
turn 46: KING Rex CONQUERED S002 into the realm (2 host vs 1 defenders; 0+1 fell) -> held directly; realm now 2 settlements
turn 46: hegemon Rex controls 67% of the world — the 0 weaker powers COALESCE against it (fear over grievance)
turn 46: Chief2 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 46: Chief3 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 46: Iris came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 46: Kade came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 46: Lena came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 46: Nell came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 46: the Faith of the Enlightened and the Watchful Dead took root in S002, S003
turn 46: the Faith of the Enlightened and the Watchful Dead faded (its shared core dissolved)
turn 46: Chief2 arose as prophet of the Faith of the Enlightened and the Watchful Dead
turn 47: Chief3 talked to Nell: "Hi! Want to team up? I'm focused on survive."
turn 47: Kade heard Chief2 reply: "Good to meet you! Let's look out for each other."
turn 47: Kade trust in Chief2: 8 -> 9 (friendly reply)
turn 47: MONARCH Rex levied 0.8 from S001 by force (no consent)
turn 47: MONARCH Rex levied 1.5 from S002 by force (no consent)
turn 47: MONARCH Rex levied 1.1 from S003 by force (no consent)
turn 47: Milo came of age
turn 47: Pia was born to Chief3 and Lena in S003
turn 47: Chief2 came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 47: Chief3 came to believe 'we are stronger together' (renouncing 'the strong take what they want')
turn 47: Iris came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 47: Kade came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 47: Lena came to believe 'the strong take what they want' (renouncing 'we are stronger together')
turn 47: Pia took up 'knowledge is power' from Nell
turn 47: Pia took up 'the dead watch us' from Lena
turn 47: Pia took up 'we are stronger together' from Nell
